email_text,label
Limited time offer! Get 48% off on your purchase. Click here.,spam
Let's catch up over dinner this weekend.,ham
Reminder: Your appointment is on 5/04/2026.,ham
"Hi, just checking in about the meeting scheduled on 9/04/2026.",ham
Congratulations! You have won a $2280 prize. Claim now.,spam
Project update: please review the latest changes.,ham
You are selected for a lottery of $513. Urgent response needed.,spam
Project update: please review the latest changes.,ham
Let's catch up over dinner this weekend.,ham
Please find attached the report for review.,ham
Exclusive deal just for you. Win $1663 cash now.,spam
The payment of $1560 has been successfully processed.,ham
"Hi, just checking in about the meeting scheduled on 19/04/2026.",ham
The payment of $929 has been successfully processed.,ham
Please find attached the report for review.,ham
Reminder: Your appointment is on 18/04/2026.,ham
Team meeting scheduled for 17/04/2026. Please attend.,ham
Team meeting scheduled for 4/04/2026. Please attend.,ham
Congratulations! You have won a $3238 prize. Claim now.,spam
Project update: please review the latest changes.,ham
Congratulations! You have won a $3100 prize. Claim now.,spam
"Hi, just checking in about the meeting scheduled on 19/04/2026.",ham
Project update: please review the latest changes.,ham
You are selected for a lottery of $4637. Urgent response needed.,spam
The payment of $1719 has been successfully processed.,ham
Reminder: Your appointment is on 22/04/2026.,ham
You are selected for a lottery of $4625. Urgent response needed.,spam
Congratulations! You have won a $3479 prize. Claim now.,spam
Limited time offer! Get 67% off on your purchase. Click here.,spam
The payment of $65 has been successfully processed.,ham
Exclusive deal just for you. Win $739 cash now.,spam
Project update: please review the latest changes.,ham
You are selected for a lottery of $490. Urgent response needed.,spam
Act now! Claim your free reward worth $2239.,spam
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 12/04/2026.,ham
Please find attached the report for review.,ham
"Hi, just checking in about the meeting scheduled on 19/04/2026.",ham
Act now! Claim your free reward worth $2232.,spam
Please find attached the report for review.,ham
Team meeting scheduled for 6/04/2026. Please attend.,ham
You are selected for a lottery of $2168. Urgent response needed.,spam
Let's catch up over dinner this weekend.,ham
Congratulations! You have won a $3632 prize. Claim now.,spam
Let's catch up over dinner this weekend.,ham
Act now! Claim your free reward worth $2453.,spam
You are selected for a lottery of $3287. Urgent response needed.,spam
Exclusive deal just for you. Win $1717 cash now.,spam
Team meeting scheduled for 22/04/2026. Please attend.,ham
Limited time offer! Get 27% off on your purchase. Click here.,spam
You are selected for a lottery of $4949. Urgent response needed.,spam
You are selected for a lottery of $3330. Urgent response needed.,spam
Limited time offer! Get 42% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
Let's catch up over dinner this weekend.,ham
Reminder: Your appointment is on 13/04/2026.,ham
"Hi, just checking in about the meeting scheduled on 1/04/2026.",ham
Congratulations! You have won a $3900 prize. Claim now.,spam
You are selected for a lottery of $3671. Urgent response needed.,spam
Exclusive deal just for you. Win $3682 cash now.,spam
Congratulations! You have won a $3403 prize. Claim now.,spam
You are selected for a lottery of $3983. Urgent response needed.,spam
Exclusive deal just for you. Win $185 cash now.,spam
Let's catch up over dinner this weekend.,ham
Please find attached the report for review.,ham
Reminder: Your appointment is on 20/04/2026.,ham
Project update: please review the latest changes.,ham
"Hi, just checking in about the meeting scheduled on 19/04/2026.",ham
Act now! Claim your free reward worth $4746.,spam
Project update: please review the latest changes.,ham
Exclusive deal just for you. Win $2826 cash now.,spam
Congratulations! You have won a $1215 prize. Claim now.,spam
You are selected for a lottery of $2437. Urgent response needed.,spam
Exclusive deal just for you. Win $3602 cash now.,spam
Reminder: Your appointment is on 6/04/2026.,ham
Please find attached the report for review.,ham
Let's catch up over dinner this weekend.,ham
"Hi, just checking in about the meeting scheduled on 12/04/2026.",ham
Act now! Claim your free reward worth $3145.,spam
The payment of $132 has been successfully processed.,ham
Please find attached the report for review.,ham
Exclusive deal just for you. Win $3912 cash now.,spam
Reminder: Your appointment is on 27/04/2026.,ham
Congratulations! You have won a $1167 prize. Claim now.,spam
Reminder: Your appointment is on 2/04/2026.,ham
Congratulations! You have won a $2213 prize. Claim now.,spam
Reminder: Your appointment is on 8/04/2026.,ham
You are selected for a lottery of $3380. Urgent response needed.,spam
Let's catch up over dinner this weekend.,ham
Team meeting scheduled for 17/04/2026. Please attend.,ham
The payment of $450 has been successfully processed.,ham
You are selected for a lottery of $2050. Urgent response needed.,spam
The payment of $199 has been successfully processed.,ham
Please find attached the report for review.,ham
Exclusive deal just for you. Win $2386 cash now.,spam
You are selected for a lottery of $2831. Urgent response needed.,spam
You are selected for a lottery of $1633. Urgent response needed.,spam
Exclusive deal just for you. Win $2006 cash now.,spam
You are selected for a lottery of $1756. Urgent response needed.,spam
Reminder: Your appointment is on 25/04/2026.,ham
Project update: please review the latest changes.,ham
Exclusive deal just for you. Win $2922 cash now.,spam
Let's catch up over dinner this weekend.,ham
Project update: please review the latest changes.,ham
Limited time offer! Get 55% off on your purchase. Click here.,spam
Limited time offer! Get 50% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
Limited time offer! Get 43% off on your purchase. Click here.,spam
Exclusive deal just for you. Win $2765 cash now.,spam
Act now! Claim your free reward worth $3805.,spam
Reminder: Your appointment is on 21/04/2026.,ham
"Hi, just checking in about the meeting scheduled on 20/04/2026.",ham
Act now! Claim your free reward worth $4365.,spam
Project update: please review the latest changes.,ham
Congratulations! You have won a $4419 prize. Claim now.,spam
Congratulations! You have won a $2376 prize. Claim now.,spam
You are selected for a lottery of $1162. Urgent response needed.,spam
Project update: please review the latest changes.,ham
Exclusive deal just for you. Win $3607 cash now.,spam
"Hi, just checking in about the meeting scheduled on 2/04/2026.",ham
Team meeting scheduled for 24/04/2026. Please attend.,ham
Reminder: Your appointment is on 7/04/2026.,ham
Project update: please review the latest changes.,ham
Congratulations! You have won a $839 prize. Claim now.,spam
Please find attached the report for review.,ham
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 5/04/2026.,ham
Project update: please review the latest changes.,ham
Act now! Claim your free reward worth $2671.,spam
The payment of $1895 has been successfully processed.,ham
Project update: please review the latest changes.,ham
Let's catch up over dinner this weekend.,ham
Act now! Claim your free reward worth $3632.,spam
Please find attached the report for review.,ham
Project update: please review the latest changes.,ham
Let's catch up over dinner this weekend.,ham
You are selected for a lottery of $3417. Urgent response needed.,spam
The payment of $724 has been successfully processed.,ham
Team meeting scheduled for 10/04/2026. Please attend.,ham
Exclusive deal just for you. Win $3303 cash now.,spam
Let's catch up over dinner this weekend.,ham
Project update: please review the latest changes.,ham
Act now! Claim your free reward worth $2492.,spam
Congratulations! You have won a $582 prize. Claim now.,spam
Let's catch up over dinner this weekend.,ham
Team meeting scheduled for 15/04/2026. Please attend.,ham
Let's catch up over dinner this weekend.,ham
Congratulations! You have won a $1498 prize. Claim now.,spam
Limited time offer! Get 66% off on your purchase. Click here.,spam
Exclusive deal just for you. Win $4694 cash now.,spam
Act now! Claim your free reward worth $4811.,spam
Reminder: Your appointment is on 7/04/2026.,ham
Team meeting scheduled for 21/04/2026. Please attend.,ham
The payment of $1493 has been successfully processed.,ham
Congratulations! You have won a $1945 prize. Claim now.,spam
Act now! Claim your free reward worth $1216.,spam
Congratulations! You have won a $3796 prize. Claim now.,spam
"Hi, just checking in about the meeting scheduled on 22/04/2026.",ham
Exclusive deal just for you. Win $4230 cash now.,spam
Let's catch up over dinner this weekend.,ham
Exclusive deal just for you. Win $893 cash now.,spam
Please find attached the report for review.,ham
Reminder: Your appointment is on 9/04/2026.,ham
Act now! Claim your free reward worth $951.,spam
Please find attached the report for review.,ham
Project update: please review the latest changes.,ham
You are selected for a lottery of $1319. Urgent response needed.,spam
Congratulations! You have won a $2482 prize. Claim now.,spam
Reminder: Your appointment is on 16/04/2026.,ham
"Hi, just checking in about the meeting scheduled on 25/04/2026.",ham
Let's catch up over dinner this weekend.,ham
Reminder: Your appointment is on 9/04/2026.,ham
Act now! Claim your free reward worth $2525.,spam
"Hi, just checking in about the meeting scheduled on 1/04/2026.",ham
You are selected for a lottery of $4687. Urgent response needed.,spam
Limited time offer! Get 63% off on your purchase. Click here.,spam
Team meeting scheduled for 23/04/2026. Please attend.,ham
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 3/04/2026.,ham
Please find attached the report for review.,ham
Please find attached the report for review.,ham
"Hi, just checking in about the meeting scheduled on 22/04/2026.",ham
Project update: please review the latest changes.,ham
Congratulations! You have won a $1320 prize. Claim now.,spam
